id;checking_peer;checked_peer;points_amount
2478;olprhxjpuc;owfzlpfxuj;1
2479;jjaisusldj;joieuteyew;1
2480;olprhxjpuc;joieuteyew;3
2481;snflwiarpq;joieuteyew;1
2482;eapmxuipeb;tkeecgxzar;1
2483;olprhxjpuc;tkeecgxzar;1
2484;ivpbjgtvrj;imqplwuecq;1
2485;olprhxjpuc;imqplwuecq;1
2486;epyeefgtco;imqplwuecq;1
2487;oymgfsyeon;imqplwuecq;1
2488;jvufqxanhc;imqplwuecq;1
2489;oymgfsyeon;owfzlpfxuj;1
2490;dwzhmnnuxi;owfzlpfxuj;1
2491;stirhusney;owfzlpfxuj;2
2492;pwgxwbjdyo;owfzlpfxuj;1
2493;bihmjsrlzh;owfzlpfxuj;1
2494;stirhusney;yyzgwdpvfy;2
2495;qvzmsdvxdw;yyzgwdpvfy;1
2496;ezneoroykx;utmuukwkuu;1
2497;stirhusney;utmuukwkuu;3
2498;bbnclldaln;utmuukwkuu;1
2499;wojwuunkbp;utmuukwkuu;1
2500;ymxrqmgfgh;utmuukwkuu;2
2501;mapskxqntj;utmuukwkuu;1
2502;hpopiergox;nlppcclkgf;1
2503;ymxrqmgfgh;nlppcclkgf;3
2504;lzxfbojqsw;nlppcclkgf;1
2505;gohmoetkup;nlppcclkgf;1
2506;gxzdsrevjs;owfzlpfxuj;1
2507;ymxrqmgfgh;owfzlpfxuj;2
2508;rzwklbwhqu;owfzlpfxuj;1
2509;ypuebmmlmy;owfzlpfxuj;1
2510;ymxrqmgfgh;euywittjin;1
2511;nncztlyosz;euywittjin;1
2512;shcgzbpson;euywittjin;1
2513;rproclbrja;tykrgylyfv;1
2514;shcgzbpson;tykrgylyfv;1
2515;hrglrnbqru;tykrgylyfv;1
2516;lfyrwvnsmf;tykrgylyfv;1
2517;hrglrnbqru;gskdlndiod;1
2518;xkpqfcafmj;gskdlndiod;1
2519;gtbimfoyfp;gskdlndiod;3
2520;mgksqzvxyy;gskdlndiod;1
2521;vrmqtnuxti;gskdlndiod;1
2522;ruwwyewyeh;gskdlndiod;1
2523;gtbimfoyfp;owfzlpfxuj;2
2524;izhmnyvlqs;owfzlpfxuj;1
2525;deprcxayot;snzccjfzbf;1
2526;lchdpvgwuo;snzccjfzbf;1
2527;vhxoxbmhva;etdgpadulo;1
2528;lchdpvgwuo;etdgpadulo;2
2529;frlecazzbb;etdgpadulo;1
2530;mpiejvwbsm;etdgpadulo;1
2531;rkgudeetuy;etdgpadulo;1
2532;qnngfnhpal;etdgpadulo;2
2533;sslpxgdccg;etdgpadulo;1
2534;xlzswqwgmy;gwjumdbhnk;1
2535;qnngfnhpal;gwjumdbhnk;4
2536;jxrlbpgubi;gwjumdbhnk;1
2537;suhjxyhvnn;gwjumdbhnk;1
2538;cxmcbwvvjs;gwjumdbhnk;1
2539;cldaxorbnu;gwjumdbhnk;1
2540;qnngfnhpal;owfzlpfxuj;1
2541;cjjnncwxte;owfzlpfxuj;1
2542;qnngfnhpal;vutzlvloou;1
2543;kqembaylts;vutzlvloou;1
2544;qnngfnhpal;ngfdtxqwph;2
2545;jpbesxybio;ngfdtxqwph;1
2546;eenovfzeqg;ngfdtxqwph;1
2547;ifqbedsqrx;ngfdtxqwph;1
2548;ifqbedsqrx;yjmkkwjykq;1
2549;luuaptqhvi;yjmkkwjykq;1
2550;cmnxtibtit;yjmkkwjykq;2
2551;frofohywrz;yjmkkwjykq;1
2552;nqebncanee;yjmkkwjykq;1
2553;cmnxtibtit;owfzlpfxuj;1
2554;qkcyygmnnh;owfzlpfxuj;1
2555;kxvrktbfzs;owfzlpfxuj;9
2556;gflvwpjlvh;owfzlpfxuj;1
2557;vjwwluxfyf;yxqvfyxumr;1
2558;kxvrktbfzs;yxqvfyxumr;5
2559;mpartfpmfm;yxqvfyxumr;1
2560;ygzvjijccf;yxqvfyxumr;1
2561;tcicgfzgis;yxqvfyxumr;1
2562;gksomjnaad;yxqvfyxumr;1
2563;kxvrktbfzs;irypnfouub;4
2564;fciejjlmgl;irypnfouub;1
2565;vzcqcbjwkn;irypnfouub;1
2566;yeovlcznhx;irypnfouub;1
2567;ynhpgugbvq;ociildswdz;1
2568;kxvrktbfzs;ociildswdz;2
2569;aacnvtxman;ociildswdz;1
2570;aythoyxyqm;owfzlpfxuj;1
2571;phnuxzculj;owfzlpfxuj;1
2572;oyowsgsgmi;owfzlpfxuj;1
2573;hpthcmymzn;owfzlpfxuj;1
2574;kxvrktbfzs;qutgvqtfsv;4
2575;gsztjpcbzn;qutgvqtfsv;1
2576;abquzgsbbt;qutgvqtfsv;1
2577;noeznuxvgm;fgtjhaluwu;1
2578;kxvrktbfzs;fgtjhaluwu;5
2579;eoyzqnxsoi;fgtjhaluwu;1
2580;pboqolymwn;fgtjhaluwu;1
2581;zaesteblnp;fgtjhaluwu;1
2582;lkzadtxkxx;fgtjhaluwu;1
2583;ewvymknnft;xpckexygnm;1
2584;kxvrktbfzs;xpckexygnm;1
2585;pfzlvjforp;xpckexygnm;1
2586;xrjjefrubp;owfzlpfxuj;1
2587;fqwwixidye;owfzlpfxuj;1
2588;lpoeqsqoft;vcretyootj;1
2589;kxvrktbfzs;vcretyootj;1
2590;pqfztyuumy;vcretyootj;1
2591;rbzxdzpwem;vcretyootj;2
2592;balxfyuygy;vcretyootj;1
2593;rgutwyxntw;vcretyootj;1
2594;fnculhzjqs;vcretyootj;2
2595;kgwzwbuygi;vcretyootj;1
2596;pwnfnjgqie;ogtgzadqjv;1
2597;cgoiwdzqnw;ogtgzadqjv;4
2598;rruhmesgvv;ogtgzadqjv;1
2599;raqejihcwn;ogtgzadqjv;1
2600;pelfvvyyoo;ogtgzadqjv;1
2601;lmsuexekmv;ogtgzadqjv;1
2602;cgoiwdzqnw;nipmjtgfzs;1
2603;sbmvhqwxzd;nipmjtgfzs;3
2604;qcrsyaafuo;nipmjtgfzs;1
2605;yunsvopayl;nipmjtgfzs;1
2606;lfckfxansn;nipmjtgfzs;1
2607;iwdeocrcap;nipmjtgfzs;1
2608;pchebctgsy;nipmjtgfzs;1
2609;iwdeocrcap;owfzlpfxuj;1
2610;xfmqqrjjtx;owfzlpfxuj;1
2611;rufxnmlwog;hgevpejwtv;3
2612;jcvwyewyco;hgevpejwtv;1
2613;wxfkpleshp;hgevpejwtv;1
2614;diuzthtqsk;hgevpejwtv;1
2615;rufxnmlwog;kcowqkanng;3
2616;rnrprbrndw;kcowqkanng;1
2617;fjefirbcwz;kcowqkanng;1
2618;rufxnmlwog;dwworlmlni;3
2619;jtfsdoksmx;dwworlmlni;1
2620;ubkeaddmsb;dwworlmlni;1
2621;ynhtyzmdrh;lyeoxpfbah;1
2622;sylubagexw;lyeoxpfbah;1
2623;qmliduaaru;rjgmhtubji;1
2624;fupoklguff;rjgmhtubji;1
2625;qrxxvpdprs;rjgmhtubji;1
2626;fupoklguff;kmwavkjdcf;3
2627;pyzjasrenm;kmwavkjdcf;1
2628;nzffciaktk;kmwavkjdcf;1
2629;bjeronqywr;kmwavkjdcf;1
2630;yuixxofkee;kmwavkjdcf;2
2631;rbqtunfvho;kmwavkjdcf;1
2632;wuvbwvqugc;kmwavkjdcf;1
2633;yuixxofkee;vjbavetxbp;3
2634;cdlecmvelp;vjbavetxbp;1
2635;bwxhtlxudz;fgpshbvgpw;1
2636;yuixxofkee;fgpshbvgpw;1
2637;wspptuyvno;mlqosorrjd;1
2638;yuixxofkee;mlqosorrjd;2
2639;fdqwqbvjin;mlqosorrjd;1
2640;mdxgjvxefi;mlqosorrjd;1
2641;yuixxofkee;ajsrzylgos;1
2642;sfyxxvmlxr;ajsrzylgos;1
2643;csomdmkvwd;ajsrzylgos;1
2644;uonlprzexa;ajsrzylgos;1
2645;csomdmkvwd;fwkqfvyfno;4
2646;ljcctojilm;fwkqfvyfno;1
2647;ovkfnvkvlk;fwkqfvyfno;1
2648;jiwvxfjihl;fwkqfvyfno;1
2649;wmydlgxwcs;fgpshbvgpw;2
2650;yeupisbjxm;fgpshbvgpw;1
2651;lzlppqdojl;jcbrhnqiyb;1
2652;vtlsxxchfk;jcbrhnqiyb;1
2653;xxigtoxhdi;jjbtwwbelo;1
2654;vtlsxxchfk;jjbtwwbelo;1
2655;pceasheryc;jjbtwwbelo;1
2656;htmtizmyde;jjbtwwbelo;1
2657;apcofcnrrw;rhzarsbvtd;1
2658;htmtizmyde;rhzarsbvtd;2
2659;gnfnuesztv;rhzarsbvtd;1
2660;onthyzacqt;rhzarsbvtd;1
2661;bmpvnopntw;rhzarsbvtd;1
2662;rlwuvwweyk;fgpshbvgpw;1
2663;bmpvnopntw;fgpshbvgpw;1
2664;dbobscuoeq;fgpshbvgpw;1
2665;bmpvnopntw;ahxanzkrdb;1
2666;vfpxgaeaek;ahxanzkrdb;1
2667;zvezgajvxo;ahxanzkrdb;4
2668;nivyaketet;ahxanzkrdb;1
2669;bvydrmehqn;ahxanzkrdb;1
2670;tnmxuxlezu;pptaypanxo;1
2671;zvezgajvxo;pptaypanxo;3
2672;pvkzwybbef;pptaypanxo;1
2673;lppownhgbg;pptaypanxo;1
2674;ejewiuywir;pptaypanxo;1
2675;stfgjfdtgd;pptaypanxo;1
2676;frkghuwgny;ozzqelsbvc;1
2677;stfgjfdtgd;ozzqelsbvc;3
2678;bhmmtjyvbb;ozzqelsbvc;1
2679;fwztfhmnta;ozzqelsbvc;1
2680;dktetnkfaj;fgpshbvgpw;1
2681;stfgjfdtgd;fgpshbvgpw;3
2682;cpvkllkemj;fgpshbvgpw;1
2683;qmbovuslak;fgpshbvgpw;1
2684;stfgjfdtgd;yjxseorcog;1
2685;zqofeyowgt;yjxseorcog;1
2686;xivupisnao;ingswnkpmt;5
2687;xiifdxvddi;ingswnkpmt;1
2688;svfsuugfoy;ingswnkpmt;1
2689;yucbcprxvn;ingswnkpmt;1
2690;qnjaltzitz;ingswnkpmt;1
2691;swkivgccpa;ingswnkpmt;1
2692;xivupisnao;logktrbluk;2
2693;ehaklxlarj;logktrbluk;1
2694;jpwxprsaph;fgpshbvgpw;1
2695;xivupisnao;fgpshbvgpw;2
2696;opufznrtrp;fgpshbvgpw;1
2697;jnrvmmgqdb;fgpshbvgpw;4
2698;swemxgdxyc;fgpshbvgpw;1
2699;jnrvmmgqdb;tqsgnpmaxo;3
2700;frjxkompkk;tqsgnpmaxo;1
2701;htjumigbga;tqsgnpmaxo;1
2702;quwqqykfzr;njkyuuvmdz;1
2703;jnrvmmgqdb;njkyuuvmdz;1
2704;zccabrldzq;njkyuuvmdz;1
2705;jnrvmmgqdb;vskakowraq;4
2706;zeuajhtqbr;vskakowraq;1
2707;tlrjpvllyk;vskakowraq;1
2708;fzrluscseq;vskakowraq;1
2709;igmcgaqgzq;vskakowraq;1
2710;hibsrtlgvt;fgpshbvgpw;1
2711;lnrjocbytf;twktngxzwy;1
2712;jnrvmmgqdb;twktngxzwy;3
2713;fqbyqrtvyn;twktngxzwy;1
2714;cobhoodevf;twktngxzwy;1
2715;tvjiodhlij;twktngxzwy;1
2716;gmfdyzgyzl;twktngxzwy;2
2717;khookpjcuu;twktngxzwy;1
2718;vdtgkqumdk;dfpmsxzlds;1
2719;gmfdyzgyzl;dfpmsxzlds;4
2720;hbriwuplma;dfpmsxzlds;1
2721;zcrhqqxffu;dfpmsxzlds;1
2722;muhyakqgoe;dfpmsxzlds;1
2723;gmfdyzgyzl;cedppimlkt;5
2724;gzldzrvnhd;cedppimlkt;1
2725;ufkleovujz;cedppimlkt;1
2726;mnwrsdnreg;cedppimlkt;1
2727;rfrpcjzlat;cedppimlkt;1
2728;jfrmeowfci;cedppimlkt;1
2729;gmfdyzgyzl;fgpshbvgpw;1
2730;xrcljrztzz;fgpshbvgpw;1
2731;vhvdslekgm;ajkkyjsbmg;2
2732;aowsfbixhj;ajkkyjsbmg;1
2733;vzzbolrcop;ajkkyjsbmg;1
2734;vhvdslekgm;zjeolwbusq;5
2735;fsmznivimj;zjeolwbusq;1
2736;juqqozgowo;zjeolwbusq;1
2737;whsjezxokg;zjeolwbusq;1
2738;mskwjpuqiz;strhprfsfs;1
2739;hztvmbtbdx;strhprfsfs;4
2740;ovxrocoftm;strhprfsfs;1
2741;kdgbrqcuer;strhprfsfs;1
2742;oknshcjowk;strhprfsfs;1
2743;dpniaelmon;fgpshbvgpw;1
2744;hztvmbtbdx;fgpshbvgpw;1
2745;dclzbkxnih;fgpshbvgpw;1
2746;chyqrdezlx;fgpshbvgpw;1
2747;bjihrsdpuz;ykvzkhwfzw;1
2748;chyqrdezlx;ykvzkhwfzw;1
2749;sohmsrigsj;ykvzkhwfzw;1
2750;brgdkyvzlw;ykvzkhwfzw;2
2751;enjgryqate;ykvzkhwfzw;1
2752;uvoystfqzf;ykvzkhwfzw;1
2753;rbilarjlut;ykvzkhwfzw;1
2754;uvoystfqzf;pnslviygic;1
2755;nvmmekuavp;pnslviygic;1
2756;uvoystfqzf;qvtescdfan;2
2757;fkglfcdcmm;qvtescdfan;1
2758;lhipfqxcxc;fgpshbvgpw;1
2759;uvoystfqzf;fgpshbvgpw;1
2760;gzcxaqaych;fgpshbvgpw;1
2761;qrdsywyqas;fgpshbvgpw;2
2762;ssoxipjyjf;fgpshbvgpw;1
2763;sbyqbbvwnx;fgpshbvgpw;1
2764;fwnueodrhd;yxwrwvifpi;3
2765;bjpolcevrf;yxwrwvifpi;1
2766;eihpmopnwl;yxwrwvifpi;1
2767;omzlspcvap;iwtfbqtbvv;1
2768;fwnueodrhd;iwtfbqtbvv;4
2769;jxjxofdhbd;iwtfbqtbvv;1
2770;qqszqjtbud;iwtfbqtbvv;1
2771;nuqygqpkpj;iwtfbqtbvv;1
2772;fwnueodrhd;oddhtcbaeq;3
2773;dxosrykmde;oddhtcbaeq;1
2774;tmktugdpfi;oddhtcbaeq;1
2775;sjxbyxkxdv;oddhtcbaeq;1
2776;wsrwnmkgzt;oddhtcbaeq;1
2777;zwhtusxpmq;oddhtcbaeq;1
2778;wsrwnmkgzt;fgpshbvgpw;2
2779;lsfbjsxubd;fgpshbvgpw;1
2780;xaplpidshz;pzkkrgfldf;1
2781;zsxoaigxvn;pzkkrgfldf;1
2782;aiwkrxqcrt;uepkxuqyan;1
2783;zsxoaigxvn;uepkxuqyan;1
2784;ywzvcztmma;uepkxuqyan;3
2785;ploigbtjfe;uepkxuqyan;1
2786;hvqteyqksc;uepkxuqyan;1
2787;oxetypqobu;bibnjahbsi;1
2788;ywzvcztmma;bibnjahbsi;2
2789;fjxnglopvh;bibnjahbsi;1
2790;fpjxsimtzx;bibnjahbsi;1
2791;ywzvcztmma;fgpshbvgpw;4
2792;wvorjhpmfj;fgpshbvgpw;1
2793;xxklbnwtyo;fgpshbvgpw;1
2794;xlpazhcsjj;fgpshbvgpw;1
2795;xnhmauzzwu;fgpshbvgpw;1
2796;dwihfmsnwt;tvecfltbok;3
2797;htroyyygpv;tvecfltbok;1
2798;cypchkmtnt;tvecfltbok;1
2799;yzfyulbhpu;tvecfltbok;2
2800;wksdncznii;tvecfltbok;1
2801;oaaljdriru;sgnyvloyrh;1
2802;yzfyulbhpu;sgnyvloyrh;2
2803;rdgjppgdhu;sgnyvloyrh;1
2804;tkuyatavxj;sgnyvloyrh;1
2805;hkwuanriva;sgnyvloyrh;2
2806;bfmgpkklul;sgnyvloyrh;1
2807;qwfecggcza;mogjeucooa;1
2808;hkwuanriva;mogjeucooa;1
2809;igrwjwfhuv;mogjeucooa;1
2810;hkwuanriva;fgpshbvgpw;2
2811;sispzmblfg;fgpshbvgpw;1
2812;qvambjczma;fgpshbvgpw;1
2813;hkwuanriva;rjmhojhpwn;3
2814;zojnjehzjy;rjmhojhpwn;1
2815;cgdghexaak;rjmhojhpwn;1
2816;hkwuanriva;kfgmdhoixr;3
2817;bfgvkccwpq;kfgmdhoixr;1
2818;gdtcihxmhp;kfgmdhoixr;1
2819;zpbzazijuz;kfgmdhoixr;1
2820;blmogbxdrj;kfgmdhoixr;1
2821;uiaudgtleh;eqxtvvyyof;1
2822;blmogbxdrj;eqxtvvyyof;1
2823;dwfsxfaxzg;eqxtvvyyof;1
2824;blmogbxdrj;fgpshbvgpw;2
2825;mwioqjovtx;fgpshbvgpw;1
2826;hqsmsvgksv;fgpshbvgpw;1
2827;ajnvsjsvrz;fgpshbvgpw;2
2828;zymvsbwkgy;fgpshbvgpw;1
2829;ajnvsjsvrz;pwjprobtoo;1
2830;ctifjonvhn;gsnzidvlfu;1
2831;ajnvsjsvrz;gsnzidvlfu;2
2832;jdzonxjfdb;gsnzidvlfu;1
2833;ftgjxtjxxh;gsnzidvlfu;1
2834;xyndgmxity;gsnzidvlfu;1
2835;mojxfdpvjy;kgjzdtiuvi;1
2836;xyndgmxity;kgjzdtiuvi;2
2837;xrmzuxxphd;kgjzdtiuvi;1
2838;yzqvttbcac;fgpshbvgpw;1
2839;xyndgmxity;fgpshbvgpw;1
2840;ywkwkjqise;fgpshbvgpw;1
2841;psucpmvkqm;gsggxsxqar;3
2842;dohiagscmt;gsggxsxqar;1
2843;pshettjmyt;gsggxsxqar;1
2844;coeawgqkur;gsggxsxqar;1
2845;dxlamsghqx;jtogfmbdri;4
2846;qzyergflxk;jtogfmbdri;1
2847;dnzeezfure;jtogfmbdri;1
2848;izvqmuqzur;jtogfmbdri;1
2849;dxlamsghqx;uqmfryrdpw;5
2850;niwoxlywai;uqmfryrdpw;1
2851;iztxfbsmrm;uqmfryrdpw;1
2852;cohdhlypjb;uqmfryrdpw;1
2853;ronryqntzp;uqmfryrdpw;1
2854;gtxjtewwau;yfwwjedqip;1
2855;dxlamsghqx;yfwwjedqip;2
2856;cdryheknkj;yfwwjedqip;1
2857;rqoelxxske;yfwwjedqip;1
2858;dxlamsghqx;funuopjlig;3
2859;pezhxkytvy;funuopjlig;1
2860;jxshkxbkjy;funuopjlig;1
2861;dxlamsghqx;oqlxdwqnjp;1
2862;kjsaaahlze;oqlxdwqnjp;1
2863;nnsxkdflsu;oqlxdwqnjp;1
2864;qdvrnnowak;oqlxdwqnjp;1
2865;fmlwsriclr;oqlxdwqnjp;3
2866;xwapjmnrou;oqlxdwqnjp;1
2867;fjzokktzlc;oqlxdwqnjp;1
2868;xbqylxxsap;oqlxdwqnjp;1
2869;fmlwsriclr;kuivfreuwg;1
2870;bpkjifnavq;kuivfreuwg;1
2871;celnmyykvr;kuivfreuwg;1
2872;xqfqgmgaqv;kuivfreuwg;1
2873;uecjhhxcbg;kuivfreuwg;1
2874;itjaaskxxi;yfwwjedqip;1
2875;uecjhhxcbg;yfwwjedqip;2
2876;xbgdlzsepd;qsmyglnphc;1
2877;uecjhhxcbg;qsmyglnphc;2
2878;flquxveyic;qsmyglnphc;1
2879;bpgjzoqech;oeriuehmed;1
2880;uecjhhxcbg;oeriuehmed;1
2881;byvulzpcyo;oeriuehmed;1
2882;rukussexic;bsynsahncu;4
2883;vpawsrmmyh;bsynsahncu;1
2884;qkuzibovpl;bsynsahncu;1
2885;walruaquuf;bsynsahncu;1
2886;ljzjvcheij;bsynsahncu;1
2887;emlencbiom;bsynsahncu;1
2888;xxpnmhjuzt;yfwwjedqip;1
2889;emlencbiom;yfwwjedqip;4
2890;ezlqwhnujo;yfwwjedqip;1
2891;hrzfrtwdmk;yfwwjedqip;1
2892;aoynhocyqd;ztvatzpdkn;1
2893;emlencbiom;ztvatzpdkn;1
2894;vysxylnfai;ztvatzpdkn;1
2895;emlencbiom;hdpmximxby;4
2896;gqsuqpzlfu;hdpmximxby;1
2897;fwiybcorgj;hdpmximxby;1
2898;hkbzxovknf;hdpmximxby;1
2899;pnrvyjeofv;hdpmximxby;1
2900;raeqmrzdub;hdpmximxby;1
2901;sxwbtfhlys;hdpmximxby;1
2902;raeqmrzdub;runjvjngxq;2
2903;qqmgeuifzq;runjvjngxq;1
2904;ahwhogtlsk;runjvjngxq;1
2905;raeqmrzdub;vqntdkegrl;3
2906;rsfnnmniox;vqntdkegrl;1
2907;ejhiskrjnc;flwyafbcop;1
2908;wxwkkpikfd;flwyafbcop;4
2909;ghcuoxmbeo;flwyafbcop;1
2910;bdwwkylngy;flwyafbcop;1
2911;tcpoteffsq;flwyafbcop;1
2912;sjubkyhrka;flwyafbcop;1
2913;wxwkkpikfd;czxrvkgwbd;1
2914;tjasqaiynz;czxrvkgwbd;1
2915;wxwkkpikfd;bazugpthja;2
2916;iapjrruwvm;bazugpthja;1
2917;bmxevddqgq;vqntdkegrl;1
2918;wxwkkpikfd;vqntdkegrl;2
2919;rbsoolswhj;vqntdkegrl;1
2920;ikhyqupsbi;vqntdkegrl;1
2921;dgqwydwhlm;cmkvclzhqo;1
2922;ikhyqupsbi;cmkvclzhqo;1
2923;sfnoccprlh;cmkvclzhqo;1
2924;ikhyqupsbi;tclypvkevj;1
2925;fxnrghlyxs;tclypvkevj;1
2926;ikhyqupsbi;nwqfwsxfea;1
2927;sxvsjalzjh;nwqfwsxfea;1
2928;ikhyqupsbi;swrfaomxof;1
2929;ovxxrdcqux;swrfaomxof;1
2930;emfpfkvcym;swrfaomxof;1
2931;yioassrgec;swrfaomxof;1
2932;emfpfkvcym;zayazesmjz;2
2933;vfrjzarrnt;zayazesmjz;1
2934;mfbzctzumy;zayazesmjz;1
2935;vhznuncpno;zayazesmjz;2
2936;xuwfmbgtpl;zayazesmjz;1
2937;wlezuymvvg;zayazesmjz;1
2938;mzfqktbtyd;zayazesmjz;1
2939;mzfqktbtyd;jgeqjsmrdq;2
2940;jhbgtsnntb;jgeqjsmrdq;1
2941;rpiwsrlmaf;ktfpxngrqw;1
2942;bnkobcjcrx;ktfpxngrqw;1
2943;ksqaandcbh;ktfpxngrqw;1
2944;nxbsuqziee;ktfpxngrqw;2
2945;iajfvprcsc;ktfpxngrqw;1
2946;tdzllmentj;ktfpxngrqw;1
2947;nxbsuqziee;swrfaomxof;5
2948;pjgvfbksav;swrfaomxof;1
2949;qimwlchnas;swrfaomxof;1
2950;amhbtpacuh;swrfaomxof;1
2951;wfobpovhkr;swrfaomxof;1
2952;kjvnwyever;swrfaomxof;1
2953;nxbsuqziee;ebhomazttt;2
2954;rtmknmnkii;ebhomazttt;1
2955;nxbsuqziee;mtzlimngiw;2
2956;knrmuczwrq;mtzlimngiw;1
2957;jgahwqsamm;mtzlimngiw;1
2958;doturadtfv;mtzlimngiw;2
2959;bcvckqjrbv;mtzlimngiw;1
2960;ivaiqxexcr;ledantkazy;1
2961;doturadtfv;ledantkazy;1
2962;snjdafbcgw;ledantkazy;1
2963;doturadtfv;swrfaomxof;3
2964;cnvnibvejn;swrfaomxof;1
2965;fwuufohaoc;swrfaomxof;1
2966;gjuxxdantq;swrfaomxof;1
2967;mmdrykpqzw;cxxpxtbubq;1
2968;gtpsojutjg;cxxpxtbubq;1
2969;kfikumbdlz;cxxpxtbubq;3
2970;mdwpvdxwjd;cxxpxtbubq;1
2971;hifsphkxfe;cxxpxtbubq;1
2972;gbbibncbjt;cxxpxtbubq;1
2973;tkvregmaqw;cxxpxtbubq;1
2974;gbbibncbjt;xartvjnynk;1
2975;kimxihmuhx;xartvjnynk;1
2976;gbbibncbjt;segusooogk;3
2977;ftellyntqh;segusooogk;1
2978;elbeeewmuz;segusooogk;1
2979;glnpppvqgx;segusooogk;1
2980;gbbibncbjt;swrfaomxof;4
2981;egcflazfym;swrfaomxof;1
2982;oxylvjadvo;swrfaomxof;1
2983;vvqodfklcj;swrfaomxof;1
2984;gbbibncbjt;hiikzvsnuj;1
2985;dihhmlgojw;hiikzvsnuj;1
2986;svhxpwavsf;hiikzvsnuj;1
2987;ctgyawcxzx;hiikzvsnuj;1
2988;ntperbpikx;hiikzvsnuj;3
2989;hhcjkkasvp;hiikzvsnuj;1
2990;pgwqjnxhma;hiikzvsnuj;1
2991;mtrsxcikat;ojjxyljwlc;1
2992;ntperbpikx;ojjxyljwlc;1
2993;jlbldtxarl;ojjxyljwlc;1
2994;ntperbpikx;zpfaudjddj;1
2995;eekvkjhwgc;zpfaudjddj;1
2996;qqedmuwnem;zpfaudjddj;3
2997;bqckgionoz;zpfaudjddj;1
2998;jvtnanxeov;zpfaudjddj;1
2999;vrsaejahiw;swrfaomxof;1
3000;quzzfnsapn;swrfaomxof;3
3001;xuqnalvddd;swrfaomxof;1
3002;yatmtykvcm;swrfaomxof;1
3003;rhaljqytel;swrfaomxof;1
3004;upfoiyjttu;pkvjzrdfax;1
3005;rhaljqytel;pkvjzrdfax;2
3006;kdgnulvnxm;pkvjzrdfax;1
3007;brcdswwuia;pkvjzrdfax;1
3008;rhaljqytel;thizxlryje;1
3009;bpyknzqtru;thizxlryje;1
3010;mkotqsafuo;jlhlccmqko;2
3011;eqjjbfsxyq;jlhlccmqko;1
3012;qmnriqsxiu;jlhlccmqko;1
3013;mbnyabyjtp;jlhlccmqko;2
3014;nkksliqxex;jlhlccmqko;1
3015;wdyxetwunj;zdqppzmxtw;1
3016;mbnyabyjtp;zdqppzmxtw;4
3017;qecbteiuwy;zdqppzmxtw;1
3018;mpltdnycat;zdqppzmxtw;1
3019;unfnjswvev;dvuwbwywdp;1
3020;mbnyabyjtp;dvuwbwywdp;3
3021;iszdwqkemc;dvuwbwywdp;1
3022;rohknuwhkt;dvuwbwywdp;1
3023;hzcclmsvip;dvuwbwywdp;1
3024;mbnyabyjtp;wgtjathsaw;1
3025;jouozzgmyq;wgtjathsaw;1
3026;xhvuudbtri;wgtjathsaw;4
3027;mangngxzlp;wgtjathsaw;1
3028;iqxxvqoser;wgtjathsaw;1
3029;uktjbftchi;wgtjathsaw;1
3030;xhvuudbtri;tohizdaria;4
3031;ccpumxrtix;tohizdaria;1
3032;kbhsukuali;tohizdaria;1
3033;jgjwklsluu;tohizdaria;1
3034;mneokeotfw;tohizdaria;1
3035;xhvuudbtri;zdqppzmxtw;3
3036;mhryqsqnwp;zdqppzmxtw;1
3037;nxgvaegpgz;zdqppzmxtw;1
3038;zgvoyflqqg;zdqppzmxtw;1
3039;durpbjuvmv;zdqppzmxtw;2
3040;ewldshjcby;zdqppzmxtw;1
3041;hcawhkrexp;qkfewozdqv;1
3042;durpbjuvmv;qkfewozdqv;1
3043;vznzzfuuvl;qkfewozdqv;1
3044;durpbjuvmv;utlxbzumyj;2
3045;fsdqrzkvqx;utlxbzumyj;1
3046;vfsykepsti;utlxbzumyj;3
3047;gpudtygpca;utlxbzumyj;1
3048;mfcmbpexvv;utlxbzumyj;1
3049;gslysvlesw;kidccaongl;1
3050;vfsykepsti;kidccaongl;2
3051;zutgbllhoy;kidccaongl;1
3052;tnshokuzow;kidccaongl;1
3053;vfsykepsti;zdqppzmxtw;3
3054;leckwzbkrm;zdqppzmxtw;1
3055;mvlfbpnuge;zdqppzmxtw;1
3056;dmtgsgifxs;zdqppzmxtw;1
3057;nhxtdobwen;vqdwcrlvtn;3
3058;wymhepssrm;vqdwcrlvtn;1
3059;xhoumsoswo;xwzmmhwwto;1
3060;nhxtdobwen;xwzmmhwwto;1
3061;noefufubeq;xwzmmhwwto;1
3062;sbogbyetfm;xwzmmhwwto;1
3063;vwqljhbfqs;hmnshfkhyp;1
3064;sbogbyetfm;hmnshfkhyp;3
3065;gmtclfbvnk;hmnshfkhyp;1
3066;tjrsvgvcjo;hmnshfkhyp;1
3067;fbtcxwlicy;hmnshfkhyp;1
3068;xijtsepvns;hmnshfkhyp;1
3069;bhjuyfzvfu;hmnshfkhyp;1
3070;xijtsepvns;zdqppzmxtw;1
3071;wceywzfqfl;zdqppzmxtw;1
3072;xijtsepvns;ocbuhpobks;2
3073;djdabbohry;ocbuhpobks;1
3074;yuoyzpeesp;ocbuhpobks;1
3075;fwphpziiln;kigfrfwxyo;4
3076;sjzaiposxp;kigfrfwxyo;1
3077;sjkkwqkxiq;kigfrfwxyo;1
